POINT_X,POINT_Y,PLA,A,AC,CIB,CICCB,CUS,DBB,DOB,OC,P
722520.267795,4365921.90445,0.1003210023045539,17.3229999542,225.05,0.1355880051851272,0.4301240146160126,1,728.8900146484375,978.052978515625,4,1.0388434027200453
722528.005579,4365921.91189,0.1782210022211074,17.3020000458,225.05,0.1351020038127899,0.4280000030994415,1,720.8989868164062,969.7650146484376,4,0.867905938807598
722535.74344,4365921.91943,0.2076569944620132,17.2900009155,225.05,0.1346140056848526,0.4258430004119873,1,714.906982421875,961.510986328125,4,1.1599821612854841
722543.481223,4365921.92697,0.2414779961109161,17.1299991608,225.05,0.1341229975223541,0.4236539900302887,1,706.9169921875,953.2949829101562,4,1.1154530253507333
722551.219084,4365921.93452,0.275505006313324,17.1299991608,225.05,0.1341229975223541,0.4288530051708221,1,698.927978515625,953.2949829101562,4,1.1154530253507333
722558.956871,4365921.94199,0.2087630033493042,17.0410003662,225.05,0.1336289942264557,0.4265879988670349,1,690.93798828125,945.1229858398438,4,0.9613761544762418
722566.694656,4365921.94956,0.1483400017023086,16.9050006866,225.05,0.1331339925527572,0.4242900013923645,1,682.948974609375,937.0040283203124,4,0.9226910346502711
722574.432519,4365921.95713,0.1638759970664978,16.6739997864,225.05,0.1326359957456588,0.4219599962234497,1,674.9609985351562,928.947021484375,4,0.9962005300885156
722582.170305,4365921.96471,0.1749060004949569,16.6739997864,225.05,0.1321370005607605,0.4195969998836517,1,666.9719848632812,920.9660034179688,4,0.9962005300885156
722589.908169,4365921.9723,0.183447003364563,16.6270008087,225.05,0.1316359937191009,0.4172039926052093,1,660.9810180664062,913.0800170898438,4,0.9522245496002675
722365.506092,4365929.46269,0.0,18.591999054,45.05,0.284186989068985,0.4659940004348755,2,857.0130004882812,0.0,4,0.2255527798638818
722373.243856,4365929.47006,0.0,18.6089992523,75.05,0.2818939983844757,0.464504987001419,4,851.3569946289062,1121.8299560546875,1,0.3060304658484245
722380.981698,4365929.47744,0.0,18.6089992523,75.05,0.2795979976654053,0.4629850089550018,4,845.7000122070312,1113.280029296875,4,0.3060304658484245
722388.719463,4365929.48482,0.0,18.6410007477,75.05,0.2773019969463348,0.461434006690979,2,840.0479736328125,1104.72998046875,4,0.4745097397941201
722396.457231,4365929.49214,0.0010089899878948,18.7800006866,75.05,0.2750050127506256,0.459852010011673,4,834.4290161132812,1096.199951171875,1,0.8120933782689636
722404.195074,4365929.49954,0.0069694500416517,18.5769996643,75.05,0.2727069854736328,0.4582380056381225,4,828.8499755859375,1087.6700439453125,4,1.0868872631003426
722411.932841,4365929.50695,0.0115547003224492,18.5769996643,75.05,0.1414629966020584,0.4565919935703277,2,824.6909790039062,1079.1600341796875,4,1.0868872631003426
722419.670685,4365929.51437,0.0178031995892524,18.6700000763,75.05,0.1410109996795654,0.4549140036106109,2,819.1820068359375,1070.6500244140625,4,1.1366457360776148
722427.408455,4365929.52172,0.0241947006434202,18.5410003662,225.05,0.1410109996795654,0.4532040059566498,1,813.7150268554688,1070.6500244140625,4,1.0669236194305196
722435.146223,4365929.52915,0.0307139996439218,18.4239997864,225.05,0.1405549943447113,0.451460987329483,1,808.2899780273438,1062.1500244140625,4,0.9710845950428956
722442.88407,4365929.5366,0.0373516008257865,18.2800006866,225.05,0.1400959938764572,0.4496850073337555,1,802.906982421875,1053.6700439453125,4,0.9012443544096502
722450.621839,4365929.54404,0.0440998002886772,18.2800006866,225.05,0.1396339982748031,0.4478760063648224,1,797.5689697265625,1045.199951171875,4,0.9012443544096502
722458.359609,4365929.5515,0.0509548000991344,18.2999992371,225.05,0.1391679942607879,0.4460340142250061,1,790.4959716796875,1036.739990234375,4,0.828984054222242
722466.097459,4365929.55889,0.063028298318386,18.263999939,225.05,0.1386989951133728,0.444157987833023,1,782.5009765625,1028.300048828125,4,0.7436653448101668
722473.83523,4365929.56636,0.0688934028148651,18.2339992523,225.05,0.1382260024547577,0.4422490000724792,1,776.5050048828125,1019.8800048828124,4,1.4673267710013906
722481.573078,4365929.57384,0.0686665028333664,18.2339992523,225.05,0.1377509981393814,0.4409579932689667,1,768.510009765625,1011.469970703125,4,1.4673267710013906
722489.31085,4365929.58132,0.0759735032916069,18.204000473,225.05,0.1377509981393814,0.4389930069446563,1,760.5159912109375,1011.469970703125,4,2.5138035303283943
722497.048623,4365929.58882,0.1047360002994537,17.466999054,225.05,0.1372720003128051,0.4373480081558227,1,752.52099609375,1003.0800170898438,4,2.6784814034625053
722504.786476,4365929.59625,0.0766505971550941,17.3460006714,225.05,0.1367910057306289,0.4353129863739013,1,744.5269775390625,994.7139892578124,4,1.77719399761357
722512.524249,4365929.60376,0.1200290024280548,17.3799991608,225.05,0.1363060027360916,0.433243989944458,1,736.531982421875,986.3709716796876,4,1.0132017442928016
722520.262023,4365929.61127,0.1536159962415695,17.3799991608,225.05,0.1358190029859542,0.4311400055885315,1,728.5380249023438,978.052978515625,4,1.0132017442928016
722527.999875,4365929.6188,0.1789249926805496,17.3969993591,225.05,0.1353289932012558,0.4290040135383606,1,722.5430297851562,969.7650146484376,4,1.0131074836826566
722535.737651,4365929.62633,0.2128300070762634,17.0669994354,225.05,0.1348370015621185,0.4268330037593841,1,714.5490112304688,961.510986328125,4,1.171841497933234
722543.475428,4365929.63379,0.2469269931316375,17.0380001068,225.05,0.1343419998884201,0.4246290028095245,1,706.5549926757812,953.2949829101562,4,0.8330946047390471
722551.213282,4365929.64135,0.2812190055847168,17.0380001068,225.05,0.1343419998884201,0.4298219978809356,1,698.5609741210938,953.2949829101562,4,0.8330946047390471
722558.951059,4365929.6489,0.2586899995803833,17.0310001373,225.05,0.1338440030813217,0.4275400042533874,1,690.5679931640625,945.1229858398438,4,0.5871948618871395
722566.688914,4365929.65647,0.1603299975395202,17.0200004578,225.05,0.1333439946174621,0.4252249896526336,1,682.5750122070312,937.0040283203124,4,0.717730128521548
722574.426694,4365929.66396,0.1656039953231811,16.9330005646,225.05,0.1328430026769638,0.4228770136833191,1,674.5809936523438,928.947021484375,4,0.8973153539383811
722582.164472,4365929.67154,0.1832599937915802,16.9330005646,225.05,0.1323390007019043,0.4204959869384765,1,666.5880126953125,920.9660034179688,4,0.8973153539383811
